,ids
4556,19840767
4557,4112130
4558,40845061
4559,39075592
4560,25870091
4561,38158096
4562,29540127
4563,33636138
4564,802613
4565,11419446
4566,12762936
4567,35602234
4568,40288059
4569,19087168
4570,36912962
4571,9453381
4572,18857798
4573,36880199
4574,39075656
4575,39862089
4576,38059849
4577,40681290
4578,31211340
4579,20692810
4580,34946904
4581,35831641
4582,38354793
4583,22986604
4584,4243309
4585,40681325
4586,40451951
4587,27508596
4588,9977717
4589,24625012
4590,17088380
4591,27606914
4592,39075715
4593,8470408
4594,12271504
4595,25018257
4596,16662423
4597,10862491
4598,11648924
4599,29704097
4600,40452007
4601,17907626
4602,38322095
4603,6078393
4604,13189052
4605,26296254
4606,26165183
4607,15744964
4608,37371845
4609,34095049
4610,5095370
4611,37797841
4612,2473938
4613,38420433
4614,34095064
4615,35635161
4616,15122395
4617,23412701
4618,20332510
4619,23543773
4620,37502945
4621,35373029
4622,26394598
4623,30556142
4624,19087342
4625,25837557
4626,38617081
4627,39370747
4628,34619387
4629,36552703
4630,39370754
4631,35635202
4632,38354955
4633,21610508
4634,40222735
4635,31637525
4636,34816031
4637,38387744
4638,14499881
4639,23773227
4640,27607085
4641,17514543
4642,30326833
4643,30031925
4644,38912057
4645,37863484
4646,40484934
4647,39698507
4648,2670669
4649,23838800
4650,15876178
4651,23019605
4652,40452182
4653,13713501
4654,33275998
4655,12795999
4656,22397026
4657,573540
4658,37568619
4659,7094381
4660,39633009
4661,34357362
4662,37208183
4663,19054715
4664,13746300
4665,37404805
4666,39174279
4667,27312267
4668,27607180
4669,40419469
4670,24625296
4671,37503122
4672,28819602
4673,38912148
4674,37994646
4675,23609502
4676,40452261
4677,34914483
4678,7127223
4679,8011960
4680,38322368
4681,31441091
4682,39502020
4683,21283014
4684,27279571
4685,33800408
4686,16040153
4687,34390242
4688,23806189
4689,33243373
4690,36454639
4691,27607283
4692,23052558
4693,40780053
4694,34750745
4695,6045978
4696,33374491
4697,38813983
4698,26034464
4699,28033317
4700,33079589
4701,38846761
4702,38977842
4703,40157492
4704,31932725
4705,37142836
4706,5882164
4707,25968948
4708,32817465
4709,20955452
4710,41042258
4711,19120473
4712,13156698
4713,7946592
4714,28492128
4715,40255845
4716,17514853
4717,22921577
4718,38977900
4719,18596206
4720,20857204
4721,3293564
4722,38650238
4723,1917311
4724,39174531
4725,24756612
4726,22430093
4727,34685327
4728,24265104
4729,15417755
4730,30818719
4731,15647142
4732,40976808
4733,10863022
4734,39895471
4735,30556593
4736,14631349
4737,1229238
4738,35832251
4739,35570109
4740,40812990
4741,4243905
4742,30687684
4743,7389646
4744,40059343
4745,1229267
4746,23249366
4747,11616727
4748,28033501
4749,27673058
4750,13451748
4751,5980645
4752,24101356
4753,28918274
4754,18432523
4755,38617613
4756,30818831
4757,16663058
4758,29311507
4759,8339990
4760,15024671
4761,38126115
4762,17383973
4763,16925222
4764,14041642
4765,39928372
4766,39109174
4767,32424508
4768,22430282
4769,17482315
4770,30130765
4771,29704782
4772,29901389
4773,21545552
4774,14107217
4775,20267601
4776,38486613
4777,7291481
4778,17482333
4779,31834718
4780,30687839
4781,34390622
4782,38584932
4783,28099181
4784,24035950
4785,40485487
4786,11649651
4787,10437238
4788,38453885
4789,39666307
4790,26198663
4791,34685576
4792,23380620
4793,38978189
4794,15581842
4795,18301586
4796,34357910
4797,10011290
4798,15549085
4799,30851743
4800,13648548
4801,37143206
4802,17547943
4803,22528686
4804,27247279
4805,32129714
4806,11256503
4807,31212218
4808,18432699
4809,15909562
4810,38552253
4811,40813250
4812,20300489
4813,40059597
4814,30819025
4815,14435027
4816,1721045
4817,13648600
4818,15549146
4819,22725359
4820,14238448
4821,1032943
4822,19088115
4823,24986356
4824,41009911
4825,36979449
4826,39797500
4827,39535358
4828,16302846
4829,29704960
4830,28361473
4831,13648645
4832,39437061
4833,10765065
4834,1721109
4835,33899292
4836,36422429
4837,33768228
4838,25084720
4839,27280182
4840,40846147
4841,34751304
4842,34751305
4843,10634059
4844,38617932
4845,26002254
4846,28558169
4847,17482585
4848,29705065
4849,24920939
4850,28459886
4851,39699312
4852,40059764
4853,21676916
4854,34292599
4855,39699319
4856,15287161
4857,17711999
4858,15745920
4859,37012353
4860,312192
4861,29606788
4862,26755973
4863,37503879
4864,38618006
4865,21250973
4866,25805733
4867,24921003
4868,9257902
4869,6472628
4870,34816948
4871,20235190
4872,37602232
4873,37503934
4874,11813823
4875,38552516
4876,9946053
4877,39797702
4878,22627276
4879,6374350
4880,34685910
4881,2212823
4882,38814691
4883,35636197
4884,36389864
4885,39961577
4886,22103017
4887,11256815
4888,37700592
4889,345075
4890,8635380
4891,34718710
4892,38585337
4893,40616954
4894,16630783
4895,31212546
4896,8799237
4897,37995534
4898,4178970
4899,38454303
4900,15287352
4901,39175226
4902,39502907
4903,37831740
4904,34718784
4905,2671680
4906,30295107
4907,6014028
4908,29606995
4909,38192212
4910,29148246
4911,38552662
4912,21677144
4913,38093915
4914,28591197
4915,35374173
4916,28558431
4917,16663655
4918,38487158
4919,14009467
4920,36062338
4921,23577731
4922,10634388
4923,33834132
4924,25674914
4925,17286306
4926,26133668
4927,38519975
4928,17876137
4929,6014128
4930,30426289
4931,38159538
4932,28656820
4933,37045432
4934,181433
4935,33932480
4936,38978754
4937,33899716
4938,8471758
4939,38356179
4940,36095198
4941,12731623
4942,39077097
4943,27804909
4944,39929071
4945,34784502
4946,39273721
4947,24200441
4948,1852665
4949,12174588
4950,28493052
4951,12698881
4952,38880514
4953,22398218
4954,29345039
4955,40650000
4956,40027408
4957,17909014
4958,39339292
4959,2770206
4960,18728230
4961,37504295
4962,4736295
4963,33998121
4964,37143855
4965,31900976
4966,29279542
4967,13714745
4968,33277242
4969,29508925
4970,40289601
4971,38978906
4972,26756448
4973,26428768
4974,38454628
4975,38585702
4976,38978921
4977,27280746
4978,38258027
4979,24921452
4980,37340525
4981,38520177
4982,542067
4983,22955384
4984,18826618
4985,40093061
4986,20989320
4987,12862860
4988,38552973
4989,33113485
4990,28132761
4991,35407257
4992,18728348
4993,37766562
4994,39798182
4995,1623463
4996,15418792
4997,32425384
4998,39273898
4999,23938478
5000,34686383
5001,36554160
5002,38978995
5003,25544119
5004,21808592
5005,30131664
5006,38815185
5007,21153236
5008,26035674
5009,27510236
5010,39634399
5011,40682977
5012,26133988
5013,20497895
5014,6374890
5015,38979053
5016,33801711
5017,7783924
5018,5195252
5019,40158714
5020,35767803
5021,19809786
5022,29804029
5023,33670651
5024,18728452
5025,29672965
5026,32785926
5027,36062728
5028,29967880
5029,34817544
5030,1361421
5031,22889999
5032,15615503
5033,32523796
5034,9487892
5035,25478678
5036,37406236
5037,38258205
5038,40945182
5039,39994910
5040,35374624
5041,27936289
5042,7947804
5043,24462886
5044,32425510
5045,26625578
5046,5981743
5047,28624435
5048,39994934
5049,15418938
5050,30426687
5051,15484487
5052,21710408
5053,18728533
5054,12174937
5055,38127193
5056,38389346
5057,20596340
5058,30688885
5059,34129532
5060,35866239
5061,21120643
5062,39470730
5063,38028944
5064,10339986
5065,3032741
5066,26134184
5067,24397485
5068,1296053
5069,36161208
5070,33801913
5071,38094526
5072,20727489
5073,21644999
5074,39175882
5075,36488908
5076,27543248
5077,3983057
5078,40290002
5079,30492373
5080,23578326
5081,29181655
5082,38192861
5083,18728672
5084,18040546
5085,40683234
5086,39438060
5087,33572589
5088,39962359
5089,33343228
5090,37504770
5091,37799684
5092,39175950
5093,25118480
5094,5850897
5095,24626961
5096,24266515
5097,40257304
5098,38979354
5099,37013279
5100,13387556
5101,15419174
5102,35309352
5103,3295017
5104,38225706
5105,32065323
5106,36063019
5107,15222577
5108,35768114
5109,30263091
5110,18007859
5111,32163641
5112,2737979
5113,23906116
5114,640841
5115,2934604
5116,31803213
5117,35931987
5118,1296218
5119,8537948
5120,38487901
5121,29050721
5122,37111652
5123,32950124
5124,28133230
5125,37341038
5126,40093554
5127,2836339
5128,40945530
5129,39700349
5130,39339906
5131,37078916
5132,29280135
5133,313227
5134,23906187
5135,40486796
5136,30295952
5137,34391953
5138,37570453
5139,6277018
5140,15058843
5141,24332190
5142,38750112
5143,40257441
5144,7718819
5145,16172970
5146,6375348
5147,38520756
5148,18433989
5149,36915145
5150,13453259
5151,39536589
5152,38979534
5153,32819155
5154,34719701
5155,36063194
5156,30066652
5157,37308383
5158,40683488
5159,5851115
5160,32983026
5161,34818035
5162,6572020
5163,15484924
5164,27543550
5165,17221635
5166,39176198
5167,28133387
5168,38881294
5169,13584401
5170,20957208
5171,38160411
5172,15484960
5173,34359334
5174,15026222
5175,23611441
5176,37242930
5177,37865528
5178,34785340
5179,38848576
5180,84042
5181,1591370
5182,23119950
5183,37931095
5184,39438428
5185,6703210
5186,32819312
5187,25249911
5188,40847481
5189,20170875
5190,30820481
5191,31377545
5192,35604624
5193,39078033
5194,23251091
5195,38979742
5196,5785758
5197,22923422
5198,4278432
5199,38979746
5200,29706400
5201,739495
5202,29509800
5203,33245355
5204,34097331
5205,15911102
5206,34359486
5207,8472766
5208,8538325
5209,25807064
5210,37013722
5211,16599263
5212,36063455
5213,8669412
5214,39602407
5215,29051115
5216,35932395
5217,23709941
5218,39864571
5219,34720003
5220,14141704
5221,33310984
5222,40028431
5223,35506453
5224,33016087
5225,22235416
5226,40290585
5227,34359579
5228,25512227
5229,27904293
5230,33245486
5231,26790195
5232,32786741
5233,34359615
5234,22628686
5235,25839958
5236,34785627
5237,8079707
5238,34490721
5239,28035429
5240,34785638
5241,15649128
5242,5359984
5243,28100983
5244,27806076
5245,20498813
5246,38390143
5247,37636485
5248,24922509
5249,31017357
5250,8046991
5251,35867025
5252,27085211
5253,39602589
5254,26167709
5255,34359710
5256,29903263
5257,26102179
5258,40683939
5259,14141861
5260,15845798
5261,40323497
5262,27314607
5263,23349680
5264,36063666
5265,33933746
5266,37341619
5267,21252535
5268,37013944
5269,39340475
5270,33933756
5271,21580224
5272,39504326
5273,24889802
5274,33376719
5275,34752980
5276,12536277
5277,27806166
5278,14993878
5279,23906774
5280,40487397
5281,33802727
5282,30067181
5283,39537138
5284,39340530
5285,38881781
5286,25184769
5287,25315844
5288,33376773
5289,32786950
5290,35604998
5291,37407241
5292,805394
5293,412182
5294,35867161
5295,38029850
5296,4278818
5297,15616547
5298,3590692
5299,31836712
5300,40684076
5301,1854000
5302,1264180
5303,22399540
5304,34359866
5305,38521406
5306,31443519
5307,29051465
5308,18270794
5309,40323659
5310,17713737
5311,34753104
5312,24758869
5313,38849111
5314,26987096
5315,1755737
5316,6736478
5317,27708003
5318,40094320
5319,37833328
5320,30493298
5321,22923894
5322,38193784
5323,33835641
5324,35506817
5325,9095810
5326,21219973
5327,2837146
5328,8211104
5329,37243559
5330,37866160
5331,39897784
5332,39045819
5333,30952126
5334,34360004
5335,31443658
5336,3984079
5337,36424413
5338,6900446
5339,39045855
5340,19745504
5341,36162278
5342,38488809
5343,35605226
5344,39144171
5345,29051632
5346,14600945
5347,40028918
5348,24562425
5349,29575937
5350,36293378
5351,36391683
5352,27282179
5353,31640321
5354,38750982
5355,40487692
5356,37145360
5357,15649553
5358,32361236
5359,40749847
5360,29543192
5361,8276761
5362,3689246
5363,30296863
5364,12536610
5365,37571365
5366,39439143
5367,39930665
5368,27282218
5369,13257515
5370,24431408
5371,25971516
5372,903996
5373,23874369
5374,15420226
5375,38095686
5376,38849353
5377,12110676
5378,38882138
5379,30755675
5380,38488923
5381,8702814
5382,38521696
5383,25185122
5384,19942245
5385,37014380
5386,14371699
5387,38980473
5388,36064122
5389,39537531
5390,8702851
5391,21547919
5392,25840544
5393,19483555
5394,40061873
5395,8047537
5396,36424625
5397,21220279
5398,40586168
5399,40160187
5400,30591933
5401,26332094
5402,40487874
5403,39865284
5404,21547974
5405,40061894
5406,28953544
5407,37833670
5408,9587656
5409,19549132
5410,40061905
5411,248791
5412,40160219
5413,15911900
5414,36228060
5415,26135523
5416,16731113
5417,39439340
5418,40913910
5419,29412343
5420,4803582
5421,805890
5422,642053
5423,39472134
5424,18697223
5425,20237320
5426,33344522
5427,642065
5428,40291348
5429,37571608
5430,25676840
5431,34065452
5432,8670254
5433,805936
5434,30755892
5435,15486010
5436,27872315
5437,16763962
5438,3329088
5439,18926657
5440,14502993
5441,40225885
5442,18599008
5443,29903972
5444,32459877
5445,37997673
5446,34327660
5447,1428589
5448,15551602
5449,6311027
5450,38980724
5451,29314167
5452,24693882
5453,14339201
5454,30952583
5455,37014665
5456,39210121
5457,15256715
5458,7097488
5459,35212437
5460,36064407
5461,39701657
5462,39767195
5463,38620315
5464,28167328
5465,8735904
5466,3394750
5467,35572927
5468,34393278
5469,35769538
5470,37539011
5471,16764106
5472,1461451
5473,38948045
5474,21253325
5475,5328080
5476,38325456
5477,13847760
5478,37965013
5479,24595672
5480,33082585
5481,12111066
5482,18795741
5483,30166237
5484,8670431
5485,25185506
5486,31313131
5487,9587949
5488,14666990
5489,25873652
5490,29510900
5491,25873657
5492,25873660
5493,20499710
5494,35605764
5495,35507463
5496,16665876
5497,20991262
5498,6376734
5499,34819360
5500,38161704
5501,34622778
5502,4934975
5503,30068034
5504,39079244
5505,40914253
5506,37014871
5507,31640920
5508,30821732
5509,38129006
5510,28953969
5511,20729220
5512,19877259
5513,32918924
5514,40914319
5515,18599313
5516,39898523
5517,24694181
5518,16141743
5519,27872688
5520,2051505
5521,40914356
5522,40619449
5523,8277434
5524,16403903
5525,26234305
5526,9293253
5527,38522311
5528,34819528
5529,35573202
5530,39603670
5531,34655702
5532,30559702
5533,17780187
5534,33639901
5535,35966430
5536,10997225
5537,34000365
5538,17780207
5539,32722417
5540,24333810
5541,31772152
5542,7818751
5543,8474113
5544,16403976
5545,32132618
5546,15322642
5547,18664979
5548,30789138
5549,40914453
5550,40979994
5551,36523549
5552,16961058
5553,24563245
5554,15060526
5555,19451443
5556,18173496
5557,25841209
5558,23744056
5559,14437950
5560,37178942
5561,30821957
5562,40029774
5563,24628815
5564,38030932
5565,25742935
5566,39177816
5567,22531681
5568,7917156
5569,39046759
5570,32132711
5571,30133863
5572,2051690
5573,34983537
5574,15289972
5575,2543231
5576,37342851
5577,12308104
5578,10014344
5579,37768843
5580,40324748
5581,40586895
5582,1101457
5583,1101458
5584,19123858
5585,16207508
5586,29707921
5587,40292002
5588,27283107
5589,25317026
5590,38063784
5591,30133930
5592,7982764
5593,39276205
5594,30559918
5595,29413045
5596,21647029
5597,24792759
5598,15224504
5599,37113529
5600,20172473
5601,38457021
5602,15814333
5603,14274239
5604,38620864
5605,29150912
5606,40586944
5607,19812035
5608,29052611
5609,27217611
5610,26234572
5611,40947407
5612,15584976
5613,15355608
5614,39276261
5615,40423147
5616,23875317
5617,30396155
5618,38489852
5619,38981371
5620,8802052
5621,2510602
5622,21810955
5623,39276306
5624,22105877
5625,36130582
5626,24399639
5627,30035738
5628,23056161
5629,38096673
5630,30134051
5631,18665260
5632,15355696
5633,30035761
5634,35770165
5635,872247
5636,25546551
5637,39276348
5638,7786301
5639,10768189
5640,26136383
5641,38522687
5642,35737416
5643,39604043
5644,28692308
5645,20860758
5646,39341910
5647,3952473
5648,35802969
5649,12832601
5650,40095580
5651,35376988
5652,32886624
5653,28364650
5654,30592876
5655,479086
5656,16174963
5657,39997308
5658,18665347
5659,29151110
5660,37146503
5661,36491144
5662,15257492
5663,34656149
5664,40587159
5665,14536600
5666,29970328
5667,23220122
5668,4214683
5669,6705053
5670,6344612
5671,35868586
5672,6246314
5673,25841580
5674,26169271
5675,14667705
5676,26628029
5677,34295742
5678,25808833
5679,17420228
5680,39112652
5681,38522829
5682,20074448
5683,39112656
5684,19124180
5685,21254103
5686,11456471
5687,32165864
5688,15257578
5689,40816624
5690,40914933
5691,14340085
5692,7557114
5693,37244930
5694,446474
5695,15650827
5696,37933073
5697,39112723
5698,39538709
5699,39735318
5700,35704855
5701,39899159
5702,40751140
5703,26923044
5704,38948900
5705,39112741
5706,38981668
5707,39112753
5708,4706356
5709,17158200
5710,37507143
5711,13226056
5712,12243016
5713,31051848
5714,33050698
5715,15552589
5716,37900368
5717,40325208
5718,36458585
5719,40325209
5720,40325210
5721,40325211
5722,34590811
5723,14733407
5724,37638242
5725,39342186
5726,36032618
5727,30134385
5728,32788594
5729,22106227
5730,38097012
5731,32166007
5732,30068872
5733,40816781
5734,14274713
5735,35803293
5736,10178724
5737,27840679
5738,31117481
5739,30134457
5740,26529979
5741,15683773
5742,25186495
5743,41013439
5744,26202303
5745,39571650
5746,6967492
5747,38162628
5748,39473358
5749,34623699
5750,29053143
5751,30068954
5752,17027290
5753,38064348
5754,23613666
5755,40325347
5756,39047396
5757,35377394
5758,34754806
5759,36524283
5760,24596732
5761,26398972
5762,23679235
5763,33214726
5764,28201226
5765,35049742
5766,31084816
5767,22827281
5768,39801108
5769,30953750
5770,37310743
5771,39112986
5772,37638427
5773,20861212
5774,23548189
5775,39342369
5776,19747110
5777,27087142
5778,18272559
5779,25481520
5780,36000052
5781,40423739
5782,25186625
5783,40161606
5784,27021642
5785,33804619
5786,25973068
5787,13390160
5788,21090640
5789,23122261
5790,39473495
5791,33870168
5792,28201306
5793,32919904
5794,29544802
5795,33050984
5796,38556018
5797,40489333
5798,21549436
5799,38982013
5800,16830848
5801,38490503
5802,14569864
5803,38490511
5804,33640848
5805,21516696
5806,21975454
5807,40882597
5808,19943846
5809,39440808
5810,30396840
5811,37114287
5812,30396856
5813,11456952
5814,184764
5815,22106578
5816,32428501
5817,38556126
5818,39539167
5819,27087334
5820,39801319
5821,12243431
5822,37933545
5823,39473644
5824,30396908
5825,34722288
5826,250354
5827,25055733
5828,39899639
5829,37900798
5830,28692993
5831,21254658
5832,40423941
5833,39703046
5834,38457873
5835,25940510
5836,3985954
5837,8737315
5838,39899689
5839,34624048
5840,12276273
5841,36098618
5842,14963271
5843,31380048
5844,7852625
5845,20828757
5846,15028822
5847,18928220
5848,6378085
5849,36557413
5850,32166502
5851,37081706
5852,33018474
5853,9589373
5854,34722434
5855,16241282
5856,1921670
5857,27251335
5858,37540495
5859,13062802
5860,9753236
5861,35672725
5862,20501142
5863,37638808
5864,23122592
5865,38982305
5866,35115682
5867,22598312
5868,39473833
5869,34624170
5870,3953322
5871,38720174
5872,6673071
5873,12473009
5874,6705844
5875,40653508
5876,23548614
5877,19944137
5878,12276436
5879,29217499
5880,611039
5881,30593764
5882,39473896
5883,17257193
5884,29545196
5885,14275312
5886,39703285
5887,611068
5888,611075
5889,38490890
5890,8016658
5891,25318166
5892,25875253
5893,33051447
5894,15553336
5895,16143163
5896,20173630
5897,37901119
5898,24826688
5899,1954633
5900,29545290
5901,8770382
5902,20435794
5903,39474003
5904,28005205
5905,38163287
5906,39768925
5907,38556513
5908,35738467
5909,5231461
5910,40555366
5911,7197543
5912,4150121
5913,34820972
5914,11391853
5915,26366829
5916,39539568
5917,24335220
5918,39605111
5919,25908092
5920,36590467
5921,38982531
5922,32330638
5923,24499092
5924,31314837
5925,38982550
5926,17748887
5927,32396181
5928,39768982
5929,21222296
5930,37082012
5931,17388450
5932,29119402
5933,26465196
5934,28988333
5935,39965613
5936,29217711
5937,17191860
5938,12997563
5939,39539648
5940,27775938
5941,37835716
5942,37082054
5943,24695751
5944,23122889
5945,15094729
5946,24269769
5947,20861901
5948,8672207
5949,39769039
5950,32330710
5951,21648347
5952,11588575
5953,24204256
5954,16831457
5955,16012260
5956,20796390
5957,34788331
5958,29283309
5959,39769071
5960,39343088
5961,36230130
5962,35804146
5963,31839226
5964,37803007
5965,26006528
5966,5297152
5967,39539718
5968,38556679
5969,37475339
5970,35345423
5971,40489999
5972,39769104
5973,33772560
5974,17191957
5975,10834971
5976,38491164
5977,35804189
5978,40227873
5979,21255209
5980,39769129
5981,31052843
5982,23024688
5983,34690099
5984,31642679
5985,39507009
5986,2479175
5987,33772619
5988,21648462
5989,36885584
5990,349265
5991,21681234
5992,30594135
5993,35640409
5994,23123034
5995,13522012
5996,39769180
5997,38753381
5998,14668906
5999,8017014
6000,40490105
6001,39769210
6002,17421433
6003,32593023
6004,28759171
6005,26629261
6006,38130834
6007,39081107
6008,39113876
6009,33608851
6010,39769240
6011,35935385
6012,873628
6013,21812384
6014,39539877
6015,40555685
6016,36525223
6017,38556846
6018,3953841
6019,40424626
6020,13128883
6021,12113084
6022,39277763
6023,23844036
6024,8213703
6025,5919947
6026,40228047
6027,39769296
6028,40916179
6029,25973971
6030,23123158
6031,4150487
6032,3953880
6033,28103900
6034,38098148
6035,29480168
6036,36394221
6037,35378414
6038,40654066
6039,35968242
6040,39703797
6041,33314038
6042,22435069
6043,28300542
6044,33445120
6045,29283596
6046,37967120
6047,19551521
6048,34624805
6049,34788649
6050,10999085
6051,33740081
6052,26039603
6053,28038465
6054,36885830
6055,8312137
6056,38491465
6057,38982985
6058,39081299
6059,16143701
6060,7460185
6061,35607922
6062,37016946
6063,35706228
6064,1267060
6065,32527734
6066,36296055
6067,24270204
6068,39540095
6069,40064390
6070,28169607
6071,31315336
6072,11457931
6073,23614862
